timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2024-10-23 19:39:59,False,0,[],|,False,0,[],|,False,Counting flickers... 43.0 seconds remaining.,|,False,0,[],|,True,29,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds']",|,False,Counting yawns... 93.0 seconds remaining.,[]
2024-10-23 19:40:14,False,0,[],|,False,0,[],|,False,Counting flickers... 28.0 seconds remaining.,|,False,0,[],|,True,30,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds']",|,False,Counting yawns... 78.0 seconds remaining.,[]
2024-10-23 19:40:41,False,0,[],|,False,0,[],|,True,18,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 51.0 seconds remaining.,[]
2024-10-23 19:40:50,False,0,[],|,False,0,[],|,False,Counting flickers... 51.0 seconds remaining.,|,False,0,[],|,True,31,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds']",|,False,Counting yawns... 42.0 seconds remaining.,[]
2024-10-23 19:41:19,False,0,[],|,False,0,[],|,False,0,|,True,14,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 13.0 seconds remaining.,[]
2024-10-23 19:41:20,False,0,[],|,False,0,[],|,False,Counting flickers... 21.0 seconds remaining.,|,False,0,[],|,True,32,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds']",|,False,Counting yawns... 12.0 seconds remaining.,[]
2024-10-23 19:41:32,False,0,[],|,False,0,[],|,False,Counting flickers... 9.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-10-23 19:41:32,False,0,[],|,False,0,[],|,False,Counting flickers... 9.0 seconds remaining.,|,False,0,[],|,True,33,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds']",|,False,Counting yawns... 180.0 seconds remaining.,[]
2024-10-23 19:41:50,False,0,[],|,False,0,[],|,True,5,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 163.0 seconds remaining.,[]
2024-10-23 19:41:50,False,0,[],|,False,0,[],|,False,Counting flickers... 60.0 seconds remaining.,|,False,0,[],|,True,34,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds']",|,False,Counting yawns... 163.0 seconds remaining.,[]
2024-10-23 19:42:41,True,1,"['1 right eye rub: 2.0 seconds', '2 right eye rub: 2.0 seconds', '1 right eye rub: 6.0 seconds', '1 left eye rub: 2.0 seconds']",|,True,0,[],|,False,Counting flickers... 8.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 111.0 seconds remaining.,[]
2024-10-23 19:42:49,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 103.0 seconds remaining.,[]
2024-10-23 19:42:56,False,0,[],|,False,0,[],|,False,Counting flickers... 54.0 seconds remaining.,|,False,0,[],|,True,35,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds']",|,False,Counting yawns... 97.0 seconds remaining.,[]
2024-10-23 19:43:02,False,0,[],|,False,0,[],|,False,0,|,True,15,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 91.0 seconds remaining.,[]
2024-10-23 19:43:09,False,0,[],|,False,0,[],|,False,0,|,True,16,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 83.0 seconds remaining.,[]
2024-10-23 19:43:19,False,0,[],|,False,0,[],|,False,Counting flickers... 30.0 seconds remaining.,|,False,0,[],|,True,36,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds']",|,False,Counting yawns... 73.0 seconds remaining.,[]
2024-10-23 19:43:19,False,0,[],|,False,0,[],|,False,0,|,True,17,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 73.0 seconds remaining.,[]
2024-10-23 19:43:27,False,0,[],|,False,0,[],|,False,0,|,True,18,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 65.0 seconds remaining.,[]
2024-10-23 19:43:36,False,0,[],|,False,0,[],|,False,Counting flickers... 13.0 seconds remaining.,|,False,0,[],|,True,37,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds']",|,False,Counting yawns... 56.0 seconds remaining.,[]
2024-10-23 19:43:39,False,0,[],|,False,0,[],|,False,0,|,True,19,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds', '19 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 54.0 seconds remaining.,[]
2024-10-23 19:43:49,False,0,[],|,False,0,[],|,True,24,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 44.0 seconds remaining.,[]
2024-10-23 19:44:08,False,0,[],|,False,0,[],|,False,0,|,True,20,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 24.0 seconds remaining.,[]
2024-10-23 19:44:28,False,0,[],|,False,0,[],|,False,Counting flickers... 20.0 seconds remaining.,|,False,0,[],|,True,38,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds']",|,False,Counting yawns... 4.0 seconds remaining.,[]
2024-10-23 19:44:32,False,0,[],|,False,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-10-23 19:44:43,False,0,[],|,False,0,[],|,False,Counting flickers... 5.0 seconds remaining.,|,False,0,[],|,True,39,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds']",|,False,Counting yawns... 169.0 seconds remaining.,[]
2024-10-23 19:44:47,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,40,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds']",|,False,Counting yawns... 164.0 seconds remaining.,[]
2024-10-23 19:44:48,False,0,[],|,False,0,[],|,True,23,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 164.0 seconds remaining.,[]
2024-10-23 19:45:06,False,0,[],|,False,0,[],|,False,Counting flickers... 42.0 seconds remaining.,|,False,0,[],|,True,41,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds']",|,False,Counting yawns... 146.0 seconds remaining.,[]
2024-10-23 19:45:24,False,0,[],|,False,0,[],|,False,Counting flickers... 25.0 seconds remaining.,|,False,0,[],|,True,42,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds', '29 pitch: 6.0 seconds', '30 pitch: 10.0 seconds', '31 pitch: 17.0 seconds', '32 pitch: 5.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 10.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 17.0 seconds', '37 pitch: 11.0 seconds', '38 pitch: 43.0 seconds', '39 pitch: 7.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 14.0 seconds', '42 pitch: 15.0 seconds']",|,False,Counting yawns... 128.0 seconds remaining.,[]
2024-10-23 19:45:24,False,0,[],|,False,0,[],|,False,0,|,True,21,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 128.0 seconds remaining.,[]
2024-10-23 19:45:26,False,0,[],|,False,0,[],|,False,0,|,True,22,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 5.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 3.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 126.0 seconds remaining.,[]
